time,open,high,low,close
1717129200,1.08167,1.08175,1.08163,1.08165
1717129500,1.08165,1.08171,1.08163,1.08168
1717129800,1.08168,1.0816999999999999,1.08163,1.08165
1717130100,1.08165,1.08169,1.08154,1.08158
1717130400,1.08158,1.0816999999999999,1.08156,1.08169
1717130700,1.08169,1.08169,1.08157,1.08168
1717131000,1.08168,1.08181,1.08168,1.0818
1717131300,1.0818,1.08188,1.0818,1.08183
1717131600,1.08183,1.08189,1.08178,1.08186
1717131900,1.08186,1.08188,1.08171,1.08184
1717132200,1.08184,1.08196,1.08178,1.08189
1717132500,1.08189,1.08192,1.08172,1.08175
1717132800,1.08175,1.08184,1.08172,1.08174
1717133100,1.08174,1.08184,1.08171,1.08176
1717133400,1.08176,1.08197,1.08176,1.0819
1717133700,1.0819,1.08209,1.0819,1.08199
1717134000,1.08199,1.082,1.0818699999999999,1.08194
1717134300,1.08194,1.08206,1.08194,1.08204
1717134600,1.08204,1.08213,1.08199,1.08209
1717134900,1.08209,1.0821,1.08194,1.08196
1717135200,1.08196,1.08218,1.08195,1.08203
1717135500,1.08203,1.0821399999999999,1.08193,1.08194
1717135800,1.08194,1.08194,1.08158,1.08159
1717136100,1.08159,1.0816999999999999,1.08144,1.08154
1717136400,1.08154,1.08176,1.08149,1.08175
1717136700,1.08175,1.0819,1.08165,1.08185
1717137000,1.08185,1.0819,1.08176,1.08181
1717137300,1.08181,1.08198,1.08176,1.08191
1717137600,1.08191,1.08196,1.08181,1.0818699999999999
1717137900,1.0818699999999999,1.08219,1.08175,1.08218
1717138200,1.08218,1.08245,1.08213,1.0824
1717138500,1.0824,1.08254,1.08235,1.0824
1717138800,1.0824,1.08249,1.08216,1.0824
1717139100,1.0824,1.08247,1.08217,1.08224
1717139400,1.08224,1.08238,1.08217,1.08219
1717139700,1.08219,1.0824,1.0821399999999999,1.08239
1717140000,1.08239,1.0825,1.08227,1.08238
1717140300,1.08238,1.0824799999999999,1.08195,1.08197
1717140600,1.08197,1.08201,1.08177,1.0818
1717140900,1.0818,1.08189,1.08166,1.0818
1717141200,1.0818,1.0824,1.08178,1.08219
1717141500,1.08219,1.08233,1.08205,1.0823099999999999
1717141800,1.0823099999999999,1.08233,1.08213,1.08232
1717142100,1.08232,1.08244,1.08223,1.08228
1717142400,1.08228,1.08242,1.08225,1.0823
1717142700,1.0823,1.08269,1.08225,1.08264
1717143000,1.08264,1.08287,1.08257,1.08284
1717143300,1.08284,1.08294,1.08274,1.0827499999999999
1717143600,1.0827499999999999,1.0829199999999999,1.08273,1.08287
1717143900,1.08287,1.08307,1.08285,1.08299
1717144200,1.08299,1.08346,1.08294,1.0833599999999999
1717144500,1.0833599999999999,1.08378,1.08331,1.08364
1717144800,1.08364,1.08377,1.0835,1.08366
1717145100,1.08366,1.08386,1.08356,1.08374
1717145400,1.08374,1.08379,1.08363,1.0836999999999999
1717145700,1.0836999999999999,1.08379,1.08338,1.08341
1717146000,1.08341,1.08449,1.08341,1.08394
1717146300,1.08394,1.08412,1.08364,1.08377
1717146600,1.08377,1.08416,1.08377,1.0841
1717146900,1.0841,1.08417,1.08388,1.08395
1717147200,1.08395,1.0842,1.08395,1.08415
1717147500,1.08415,1.08432,1.08411,1.08427
1717147800,1.08427,1.0844,1.08422,1.08436
1717148100,1.08436,1.0844799999999999,1.08416,1.08425
1717148400,1.08425,1.08435,1.08398,1.08433
1717148700,1.08433,1.08479,1.08433,1.08471
1717149000,1.08471,1.08474,1.08436,1.08443
1717149300,1.08443,1.08477,1.08434,1.0847499999999999
1717149600,1.0847499999999999,1.08486,1.08461,1.0847
1717149900,1.0847,1.08478,1.08444,1.08464
1717150200,1.08464,1.08474,1.08455,1.08469
1717150500,1.08469,1.08478,1.08458,1.08478
1717150800,1.08478,1.08488,1.08474,1.08484
1717151100,1.08484,1.08484,1.08462,1.0847
1717151400,1.0847,1.08488,1.08469,1.08479
1717151700,1.08479,1.08493,1.0847499999999999,1.0849
1717152000,1.0849,1.08514,1.08489,1.08505
1717152300,1.08505,1.08508,1.0847499999999999,1.08485
1717152600,1.08485,1.08506,1.08484,1.0849199999999999
1717152900,1.0849199999999999,1.0850899999999999,1.08488,1.08496
1717153200,1.08496,1.0851,1.08491,1.0850899999999999
1717153500,1.0850899999999999,1.08526,1.08506,1.08525
1717153800,1.08525,1.0855,1.08524,1.08549
1717154100,1.08549,1.08551,1.08529,1.0855
1717154400,1.0855,1.0855,1.0853,1.08544
1717154700,1.08544,1.08544,1.08513,1.08526
1717155000,1.08526,1.08546,1.08517,1.08546
1717155300,1.08546,1.08552,1.08526,1.08538
1717155600,1.08538,1.0854,1.08522,1.08526
1717155900,1.08526,1.08539,1.08513,1.08529
1717156200,1.08529,1.08533,1.08503,1.08503
1717156500,1.08503,1.08529,1.0848,1.08527
1717156800,1.08527,1.08538,1.08506,1.08506
1717157100,1.08506,1.08533,1.08506,1.08522
1717157400,1.08522,1.08539,1.08518,1.08532
1717157700,1.08532,1.08535,1.08511,1.08528
1717158000,1.08528,1.08556,1.08515,1.08518
1717158300,1.08518,1.08537,1.08503,1.08516
1717158600,1.08516,1.08672,1.0849199999999999,1.08649
1717158900,1.08649,1.08705,1.08613,1.08696
1717159200,1.08696,1.0877,1.08685,1.08768
1717159500,1.08768,1.08788,1.0873599999999999,1.08769
1717159800,1.08769,1.0879,1.0875,1.08781
1717160100,1.08781,1.08823,1.08777,1.08801
1717160400,1.08801,1.08809,1.08767,1.08781
1717160700,1.08781,1.08801,1.08746,1.08752
1717161000,1.08752,1.08771,1.08742,1.08751
1717161300,1.08751,1.08761,1.08727,1.08728
1717161600,1.08728,1.08747,1.08722,1.08723
1717161900,1.08723,1.08735,1.08712,1.08722
1717162200,1.08722,1.08724,1.08677,1.08697
1717162500,1.08697,1.08724,1.08694,1.08699
1717162800,1.08699,1.08729,1.08682,1.08724
1717163100,1.08724,1.08754,1.08715,1.08734
1717163400,1.08734,1.08735,1.08682,1.08691
1717163700,1.08691,1.08697,1.08654,1.08689
1717164000,1.08689,1.0871,1.08673,1.08705
1717164300,1.08705,1.08764,1.0869,1.08763
1717164600,1.08763,1.08774,1.08704,1.08725
1717164900,1.08725,1.08756,1.08709,1.08743
1717165200,1.08743,1.08746,1.08674,1.08683
1717165500,1.08683,1.08718,1.08668,1.08685
1717165800,1.08685,1.08688,1.08619,1.08644
1717166100,1.08644,1.08661,1.08608,1.0861
1717166400,1.0861,1.08615,1.08533,1.08549
1717166700,1.08549,1.08603,1.08545,1.08554
1717167000,1.08554,1.0859699999999999,1.08512,1.08528
1717167300,1.08528,1.08601,1.08528,1.08555
1717167600,1.08555,1.0859,1.08517,1.08575
1717167900,1.08575,1.08581,1.08516,1.08528
1717168200,1.08528,1.08543,1.08481,1.08507
1717168500,1.08507,1.08512,1.08447,1.08454
1717168800,1.08454,1.08459,1.08416,1.08451
1717169100,1.08451,1.08457,1.08418,1.08456
1717169400,1.08456,1.0848,1.08446,1.08473
1717169700,1.08473,1.08502,1.08468,1.08481
1717170000,1.08481,1.08524,1.08481,1.08505
1717170300,1.08505,1.08528,1.08503,1.0852
1717170600,1.0852,1.08538,1.08514,1.08522
1717170900,1.08522,1.08525,1.08458,1.0846
1717171200,1.0846,1.08461,1.08417,1.08439
1717171500,1.08439,1.08441,1.08413,1.08418
1717171800,1.08418,1.08437,1.08396,1.08433
1717172100,1.08433,1.08456,1.08433,1.0844799999999999
1717172400,1.0844799999999999,1.08452,1.08427,1.08438
1717172700,1.08438,1.08458,1.08436,1.08458
1717173000,1.08458,1.08481,1.08453,1.08465
1717173300,1.08465,1.08499,1.08464,1.08497
1717173600,1.08497,1.0851,1.08494,1.0850899999999999
1717173900,1.0850899999999999,1.08521,1.08502,1.08514
1717174200,1.08514,1.08514,1.08491,1.08491
1717174500,1.08491,1.08491,1.08467,1.08473
1717174800,1.08473,1.08481,1.08461,1.0848
1717175100,1.0848,1.08501,1.08477,1.08493
1717175400,1.08493,1.08504,1.08493,1.08501
1717175700,1.08501,1.08513,1.08499,1.08501
1717176000,1.08501,1.08526,1.08497,1.08524
1717176300,1.08524,1.08527,1.08488,1.0849
1717176600,1.0849,1.08495,1.08485,1.08489
1717176900,1.08489,1.08489,1.08472,1.0847499999999999
1717177200,1.0847499999999999,1.0848,1.08466,1.08469
1717177500,1.08469,1.08472,1.08457,1.0847
1717177800,1.0847,1.08479,1.08454,1.08454
1717178100,1.08454,1.08476,1.08454,1.0847
1717178400,1.0847,1.0847499999999999,1.08462,1.08464
1717178700,1.08464,1.08467,1.08453,1.08464
1717179000,1.08464,1.08489,1.08464,1.08477
1717179300,1.08477,1.08485,1.08474,1.08479
1717179600,1.08479,1.08485,1.08478,1.08481
1717179900,1.08481,1.08484,1.08478,1.08481
1717180200,1.08481,1.08491,1.08464,1.08464
1717180500,1.08464,1.08468,1.08452,1.08459
1717180800,1.08459,1.08466,1.08443,1.08463
1717181100,1.08463,1.08466,1.0843,1.08434
1717181400,1.08434,1.08434,1.0841,1.08419
1717181700,1.08419,1.0843099999999999,1.08418,1.08424
1717182000,1.08424,1.08452,1.08421,1.08444
1717182300,1.08444,1.08455,1.08444,1.08449
1717182600,1.08449,1.08452,1.08418,1.08422
1717182900,1.08422,1.08424,1.08405,1.08423
1717183200,1.08423,1.08442,1.08417,1.08434
1717183500,1.08434,1.08443,1.08423,1.08433
1717183800,1.08433,1.08456,1.08418,1.08444
1717184100,1.08444,1.08459,1.0844,1.08451
1717184400,1.08451,1.08474,1.0845,1.08463
1717184700,1.08463,1.08485,1.0846,1.08485
1717185000,1.08485,1.08502,1.08479,1.0848
1717185300,1.0848,1.08512,1.0847499999999999,1.0851
1717185600,1.0851,1.08521,1.0847499999999999,1.08495
1717185900,1.08495,1.08496,1.08487,1.08493
1717186200,1.08493,1.08501,1.08488,1.08498
1717186500,1.08498,1.08501,1.08496,1.08501
1717186800,1.08501,1.08502,1.08474,1.08479
1717187100,1.08479,1.08482,1.08464,1.08474
1717187400,1.08474,1.08493,1.08462,1.08485
1717187700,1.08485,1.08489,1.08479,1.08484
1717188000,1.08484,1.08497,1.08482,1.0849199999999999
1717188300,1.0849199999999999,1.08493,1.08489,1.08491
1717188600,1.08491,1.08498,1.08489,1.08496
1717188900,1.08496,1.08497,1.08434,1.0847499999999999
1717362000,1.08443,1.0847499999999999,1.08443,1.08471
1717362300,1.08471,1.08489,1.08436,1.08445
1717362600,1.08445,1.08476,1.08444,1.08466
1717362900,1.08466,1.08466,1.08463,1.08464
1717363200,1.08464,1.08467,1.08458,1.08462
1717363500,1.08462,1.08467,1.08461,1.08465
1717363800,1.08465,1.08468,1.08454,1.0846
1717364100,1.0846,1.0847499999999999,1.08458,1.08472
1717364400,1.08472,1.08482,1.08472,1.08481
1717364700,1.08481,1.08487,1.08468,1.08479
1717365000,1.08479,1.08487,1.08478,1.08486
1717365300,1.08486,1.08488,1.08461,1.08469
1717365600,1.08469,1.08532,1.08449,1.0849
1717365900,1.0849,1.0849199999999999,1.08481,1.0849
1717366200,1.0849,1.08517,1.0849,1.08516
1717366500,1.08516,1.08542,1.08516,1.08541
1717366800,1.08541,1.08544,1.08538,1.08541
1717367100,1.08541,1.08541,1.08526,1.08529
1717367400,1.08529,1.0853599999999999,1.0852,1.08535
1717367700,1.08535,1.08539,1.0853,1.08535
1717368000,1.08535,1.08535,1.08523,1.08525
1717368300,1.08525,1.08531,1.08521,1.08528
1717368600,1.08528,1.08529,1.08516,1.08516
1717368900,1.08516,1.08524,1.0850899999999999,1.08511
1717369200,1.08511,1.08513,1.08504,1.08512
1717369500,1.08512,1.08519,1.08506,1.08512
1717369800,1.08512,1.08512,1.08504,1.08507
1717370100,1.08507,1.08511,1.08501,1.08502
1717370400,1.08502,1.08508,1.08502,1.08507
1717370700,1.08507,1.08512,1.08506,1.08511
1717371000,1.08511,1.08529,1.0850899999999999,1.08522
1717371300,1.08522,1.08524,1.08517,1.08522
1717371600,1.08522,1.08523,1.08512,1.08518
1717371900,1.08518,1.08529,1.08517,1.08523
1717372200,1.08523,1.08528,1.08521,1.08528
1717372500,1.08528,1.0853,1.08522,1.08525
1717372800,1.08525,1.0853599999999999,1.08516,1.08533
1717373100,1.08533,1.08533,1.0851,1.08523
1717373400,1.08523,1.08541,1.08513,1.08539
1717373700,1.08539,1.08546,1.08535,1.08544
1717374000,1.08544,1.08551,1.08534,1.08548
1717374300,1.08548,1.08557,1.08544,1.08548
1717374600,1.08548,1.08549,1.08532,1.08539
1717374900,1.08539,1.0854,1.08527,1.08528
1717375200,1.08528,1.08534,1.08526,1.08534
1717375500,1.08534,1.0856,1.08534,1.08551
1717375800,1.08551,1.08567,1.08548,1.08565
1717376100,1.08565,1.08575,1.08562,1.08563
1717376400,1.08563,1.08576,1.08563,1.08564
1717376700,1.08564,1.08569,1.08557,1.08562
1717377000,1.08562,1.08565,1.08548,1.08559
1717377300,1.08559,1.08565,1.08555,1.08558
1717377600,1.08558,1.0856,1.08547,1.08552
1717377900,1.08552,1.0856,1.08548,1.0855299999999999
1717378200,1.0855299999999999,1.08558,1.08547,1.08552
1717378500,1.08552,1.08575,1.08548,1.08568
1717378800,1.08568,1.08577,1.08565,1.08577
1717379100,1.08577,1.08586,1.08576,1.08579
1717379400,1.08579,1.08586,1.08573,1.08574
1717379700,1.08574,1.0858,1.08573,1.08576
1717380000,1.08576,1.0858,1.08567,1.08568
1717380300,1.08568,1.08568,1.08537,1.0854
1717380600,1.0854,1.08543,1.08526,1.08529
1717380900,1.08529,1.08533,1.08521,1.08529
1717381200,1.08529,1.08535,1.0852,1.0852
1717381500,1.0852,1.0853,1.08519,1.0853
1717381800,1.0853,1.08534,1.08525,1.08529
1717382100,1.08529,1.08535,1.08527,1.0853
1717382400,1.0853,1.08544,1.0853,1.08539
1717382700,1.08539,1.08545,1.08535,1.0854
1717383000,1.0854,1.08541,1.0853,1.08537
1717383300,1.08537,1.08542,1.08531,1.08539
1717383600,1.08539,1.08541,1.08532,1.08535
1717383900,1.08535,1.08555,1.08534,1.08555
1717384200,1.08555,1.08569,1.08554,1.08554
1717384500,1.08554,1.0856,1.08544,1.08544
1717384800,1.08544,1.0855,1.08535,1.08545
1717385100,1.08545,1.08547,1.08532,1.08535
1717385400,1.08535,1.08535,1.08513,1.08518
1717385700,1.08518,1.08526,1.08515,1.08521
1717386000,1.08521,1.08525,1.0850899999999999,1.08517
1717386300,1.08517,1.08525,1.08516,1.08519
1717386600,1.08519,1.08519,1.08493,1.08493
1717386900,1.08493,1.085,1.08493,1.08497
1717387200,1.08497,1.08519,1.0849199999999999,1.08519
1717387500,1.08519,1.08525,1.08513,1.0852
1717387800,1.0852,1.08525,1.08514,1.0852
1717388100,1.0852,1.08522,1.08519,1.08521
1717388400,1.08521,1.08537,1.08521,1.0853599999999999
1717388700,1.0853599999999999,1.08545,1.0853599999999999,1.08539
1717389000,1.08539,1.08546,1.08538,1.08539
1717389300,1.08539,1.0854,1.08534,1.08539
1717389600,1.08539,1.0854,1.08527,1.0853
1717389900,1.0853,1.08541,1.08526,1.08537
1717390200,1.08537,1.08537,1.08528,1.08529
1717390500,1.08529,1.0853,1.08517,1.08518
1717390800,1.08518,1.0852,1.08511,1.08514
1717391100,1.08514,1.0852,1.0851,1.08515
1717391400,1.08515,1.08538,1.08515,1.08535
1717391700,1.08535,1.08541,1.08524,1.08528
1717392000,1.08528,1.0853,1.08517,1.08527
1717392300,1.08527,1.08529,1.08522,1.08522
1717392600,1.08522,1.08526,1.08512,1.08518
1717392900,1.08518,1.08528,1.08517,1.08519
1717393200,1.08519,1.08519,1.08487,1.08494
1717393500,1.08494,1.08495,1.08481,1.08494
1717393800,1.08494,1.08514,1.08494,1.0851
1717394100,1.0851,1.08529,1.0851,1.08524
1717394400,1.08524,1.08537,1.08519,1.08524
1717394700,1.08524,1.08527,1.08503,1.08511
1717395000,1.08511,1.08511,1.0849199999999999,1.0850899999999999
1717395300,1.0850899999999999,1.0850899999999999,1.08478,1.08489
1717395600,1.08489,1.08501,1.0848,1.08499
1717395900,1.08499,1.08499,1.08479,1.08484
1717396200,1.08484,1.0849,1.08465,1.08474
1717396500,1.08474,1.08521,1.08473,1.0852
1717396800,1.0852,1.08546,1.08517,1.08538
1717397100,1.08538,1.0854,1.08517,1.08535
1717397400,1.08535,1.08552,1.08525,1.08552
1717397700,1.08552,1.08586,1.08538,1.08564
1717398000,1.08564,1.08587,1.08533,1.08538
1717398300,1.08538,1.08544,1.08523,1.0853599999999999
1717398600,1.0853599999999999,1.08538,1.0850899999999999,1.0851
1717398900,1.0851,1.08511,1.08463,1.08481
1717399200,1.08481,1.08494,1.08477,1.08478
1717399500,1.08478,1.08481,1.08459,1.08462
1717399800,1.08462,1.08486,1.0844799999999999,1.08485
1717400100,1.08485,1.08503,1.08479,1.08498
1717400400,1.08498,1.08513,1.08489,1.08504
1717400700,1.08504,1.08504,1.08457,1.08458
1717401000,1.08458,1.08458,1.0842,1.08432
1717401300,1.08432,1.08444,1.0839699999999999,1.08398
1717401600,1.08398,1.0841,1.08366,1.08398
1717401900,1.08398,1.08409,1.0834,1.0836
1717402200,1.0836,1.08375,1.08344,1.08352
1717402500,1.08352,1.08363,1.08334,1.08344
1717402800,1.08344,1.08374,1.08344,1.0836999999999999
1717403100,1.0836999999999999,1.08381,1.08359,1.08368
1717403400,1.08368,1.08411,1.08366,1.08409
1717403700,1.08409,1.0841,1.08383,1.08389
1717404000,1.08389,1.084,1.08369,1.08372
1717404300,1.08372,1.08385,1.08359,1.0838
1717404600,1.0838,1.08409,1.08379,1.08405
1717404900,1.08405,1.08423,1.08398,1.084
1717405200,1.084,1.08402,1.08374,1.08396
1717405500,1.08396,1.08406,1.08369,1.08375
1717405800,1.08375,1.08376,1.08351,1.0836
1717406100,1.0836,1.08369,1.08348,1.08368
1717406400,1.08368,1.08369,1.0835,1.08366
1717406700,1.08366,1.08382,1.08354,1.08382
1717407000,1.08382,1.08411,1.08379,1.084
1717407300,1.084,1.08408,1.08377,1.08379
1717407600,1.08379,1.08385,1.08342,1.08345
1717407900,1.08345,1.0835299999999999,1.08322,1.08344
1717408200,1.08344,1.08362,1.08337,1.08359
1717408500,1.08359,1.08374,1.08345,1.08348
1717408800,1.08348,1.08355,1.08325,1.08329
1717409100,1.08329,1.08339,1.08305,1.0831
1717409400,1.0831,1.08317,1.0828,1.08297
1717409700,1.08297,1.08334,1.08297,1.08329
1717410000,1.08329,1.08341,1.08317,1.08318
1717410300,1.08318,1.08328,1.08312,1.08318
1717410600,1.08318,1.08327,1.08278,1.08278
1717410900,1.08278,1.08315,1.08278,1.08315
1717411200,1.08315,1.08337,1.0830899999999999,1.08326
1717411500,1.08326,1.0835,1.08321,1.08346
1717411800,1.08346,1.08385,1.08342,1.08385
1717412100,1.08385,1.08391,1.08365,1.08371
1717412400,1.08371,1.08399,1.0836999999999999,1.08396
1717412700,1.08396,1.08411,1.08389,1.08396
1717413000,1.08396,1.08415,1.08389,1.08406
1717413300,1.08406,1.08446,1.08405,1.08435
1717413600,1.08435,1.08443,1.08426,1.08427
1717413900,1.08427,1.08438,1.0841,1.08416
1717414200,1.08416,1.08427,1.08405,1.08424
1717414500,1.08424,1.08429,1.08412,1.08415
1717414800,1.08415,1.08434,1.08408,1.0843
1717415100,1.0843,1.08443,1.08408,1.08417
1717415400,1.08417,1.08443,1.0841399999999999,1.08427
1717415700,1.08427,1.0844799999999999,1.08408,1.08433
1717416000,1.08433,1.08441,1.0841,1.0842
1717416300,1.0842,1.08433,1.08412,1.08413
1717416600,1.08413,1.0843,1.08404,1.0842
1717416900,1.0842,1.08438,1.08419,1.08437
1717417200,1.08437,1.08471,1.08437,1.0847
1717417500,1.0847,1.0848,1.08458,1.08468
1717417800,1.08468,1.08496,1.08464,1.08495
1717418100,1.08495,1.08496,1.08464,1.08479
1717418400,1.08479,1.08499,1.08477,1.08478
1717418700,1.08478,1.08479,1.08437,1.08446
1717419000,1.08446,1.0844799999999999,1.08422,1.08433
1717419300,1.08433,1.08456,1.08433,1.08443
1717419600,1.08443,1.08483,1.08443,1.0847499999999999
1717419900,1.0847499999999999,1.08484,1.08452,1.08473
1717420200,1.08473,1.08493,1.08472,1.08479
1717420500,1.08479,1.08498,1.08473,1.08491
1717420800,1.08491,1.08506,1.08469,1.08501
1717421100,1.08501,1.08528,1.08497,1.0852
1717421400,1.0852,1.08534,1.08504,1.08534
1717421700,1.08534,1.08538,1.08517,1.08528
1717422000,1.08528,1.08538,1.08518,1.08535
1717422300,1.08535,1.08538,1.08505,1.08523
1717422600,1.08523,1.08524,1.08493,1.08513
1717422900,1.08513,1.08521,1.08491,1.08516
1717423200,1.08516,1.08732,1.08516,1.08698
1717423500,1.08698,1.0879699999999999,1.08698,1.08771
1717423800,1.08771,1.08816,1.08769,1.08795
1717424100,1.08795,1.08826,1.08788,1.0881
1717424400,1.0881,1.08819,1.08738,1.08761
1717424700,1.08761,1.0879,1.08731,1.08786
1717425000,1.08786,1.088,1.08735,1.08737
1717425300,1.08737,1.08802,1.08737,1.08792
1717425600,1.08792,1.08798,1.08757,1.08761
1717425900,1.08761,1.08767,1.08726,1.08737
1717426200,1.08737,1.08751,1.08711,1.08713
1717426500,1.08713,1.08715,1.08663,1.08701
1717426800,1.08701,1.08769,1.08697,1.0876
1717427100,1.0876,1.0879699999999999,1.08751,1.0879699999999999
1717427400,1.0879699999999999,1.08827,1.08786,1.08821
1717427700,1.08821,1.08833,1.0881399999999999,1.08828
1717428000,1.08828,1.0886,1.08826,1.08859
1717428300,1.08859,1.08882,1.08855,1.08871
1717428600,1.08871,1.08886,1.08857,1.08877
1717428900,1.08877,1.08901,1.08872,1.0889199999999999
1717429200,1.0889199999999999,1.08901,1.08882,1.08886
1717429500,1.08886,1.08889,1.08867,1.08888
1717429800,1.08888,1.08904,1.08877,1.08902
1717430100,1.08902,1.08904,1.08883,1.08896
1717430400,1.08896,1.08905,1.08882,1.08888
1717430700,1.08888,1.0889,1.08873,1.08877
1717431000,1.08877,1.08902,1.08861,1.08861
1717431300,1.08861,1.08877,1.0885,1.08851
1717431600,1.08851,1.08862,1.08838,1.08846
1717431900,1.08846,1.08852,1.0883099999999999,1.08839
1717432200,1.08839,1.08839,1.08812,1.08823
1717432500,1.08823,1.08859,1.08821,1.08856
1717432800,1.08856,1.08868,1.08847,1.08856
1717433100,1.08856,1.08872,1.0885,1.08866
1717433400,1.08866,1.0887,1.08846,1.08863
1717433700,1.08863,1.08874,1.0885,1.08851
1717434000,1.08851,1.08854,1.08832,1.08846
1717434300,1.08846,1.0886,1.08834,1.08837
1717434600,1.08837,1.08841,1.08812,1.08835
1717434900,1.08835,1.08866,1.08824,1.08863
1717435200,1.08863,1.08882,1.0886,1.0887
